,Revenue,Cost of Goods Sold,SG&A,EBIT,Net Income,Cash and Cash Equivalents,Recievables,Inventories,Other Current Assets,PP&E,Other Assets,Debt in Current Liabilities,Accounts Payable,Taxes Payable,Other Current Liabilities,Total Liabilities,timestemp,EBIT/EV,gvkey
18,0.19668617844581604,0.18490174412727356,0.21349936723709106,0.6432920694351196,0.637661874294281,0.19217294454574585,0.2852667570114136,0.47505465149879456,0.3614138066768646,0.4207901954650879,0.22769875824451447,0.3336663842201233,0.12057705223560333,0.2863975763320923,0.4047190546989441,0.4611576497554779,1994-09-30,0.02148795726053058,1209
19,0.21444237232208252,0.2085976004600525,0.2058853656053543,0.6472176909446716,0.6465693712234497,0.18590186536312103,0.3105017840862274,0.4799540340900421,0.3643101751804352,0.44833874702453613,0.23820935189723969,0.33809784054756165,0.12587770819664001,0.28930091857910156,0.42986515164375305,0.49079734086990356,1994-12-31,0.024693295515861316,1209
20,0.22373540699481964,0.21961095929145813,0.2046700417995453,0.6486459970474243,0.6493561267852783,0.18274225294589996,0.32298487424850464,0.48252952098846436,0.36489489674568176,0.4609581232070923,0.2437896579504013,0.33992427587509155,0.12931248545646667,0.2907419204711914,0.44199830293655396,0.5042794346809387,1995-03-31,0.022277857414902718,1209
21,0.22563375532627106,0.22098565101623535,0.20595377683639526,0.647708535194397,0.6489722728729248,0.18265816569328308,0.3250561058521271,0.4829014241695404,0.36502575874328613,0.46239563822746277,0.24481981992721558,0.3403107523918152,0.1305539608001709,0.2908531129360199,0.4428798258304596,0.5057467818260193,1995-06-30,0.022817198953392338,1209
22,0.2419501692056656,0.23951011896133423,0.20494841039180756,0.6505465507507324,0.6520712375640869,0.17655237019062042,0.3464546501636505,0.4874795079231262,0.36438095569610596,0.4839523732662201,0.2550191581249237,0.3429960310459137,0.13725735247135162,0.29308992624282837,0.4639783501625061,0.5287439823150635,1995-09-30,0.02177877614774277,1209
23,0.24360238015651703,0.24233569204807281,0.20287364721298218,0.651425838470459,0.6529346108436584,0.1753975749015808,0.34897366166114807,0.4876052737236023,0.3639431595802307,0.48734164237976074,0.25617802143096924,0.3433743417263031,0.13762621581554413,0.2929852604866028,0.46716856956481934,0.5325056910514832,1995-12-31,0.02085196434626876,1209
24,0.25265198945999146,0.24979405105113983,0.20731309056282043,0.6501935124397278,0.651892364025116,0.1735444962978363,0.3593985438346863,0.4902104139328003,0.363558828830719,0.4957691729068756,0.2615925073623657,0.34461843967437744,0.1429588347673416,0.2940891683101654,0.47447705268859863,0.5411437749862671,1996-03-31,0.029170597403622614,1209
25,0.24998348951339722,0.24603371322155,0.20908957719802856,0.6488948464393616,0.6509249806404114,0.17512932419776917,0.3556275963783264,0.4896260201931,0.3641114830970764,0.49125611782073975,0.2597799599170685,0.3442264795303345,0.14220619201660156,0.29390817880630493,0.46978017687797546,0.5362411737442017,1996-06-30,0.02078020601452508,1209
26,0.25994575023651123,0.2553270757198334,0.2121168076992035,0.6493522524833679,0.650895357131958,0.172298401594162,0.3676392436027527,0.4927337169647217,0.36347058415412903,0.5018798112869263,0.2659328281879425,0.3454451560974121,0.14740090072155,0.29539549350738525,0.4799669086933136,0.547217071056366,1996-09-30,0.01989829015874937,1209
27,0.29513150453567505,0.2832462787628174,0.2331056445837021,0.6446288228034973,0.6454752087593079,0.1667500138282776,0.40718594193458557,0.5038570165634155,0.361889511346817,0.5320730805397034,0.28718358278274536,0.3496405780315399,0.171042799949646,0.3001956343650818,0.5024840831756592,0.5770226716995239,1996-12-31,0.01846504276464883,1209
28,0.30112650990486145,0.28735050559043884,0.2387647032737732,0.6432197093963623,0.6439762115478516,0.1665644496679306,0.4136635661125183,0.5061089992523193,0.36199602484703064,0.5361014604568481,0.2907857298851013,0.35034415125846863,0.17599840462207794,0.30130332708358765,0.5041828155517578,0.5806808471679688,1997-03-31,0.018499528314716504,1209
29,0.3031923472881317,0.28869539499282837,0.24080489575862885,0.6422918438911438,0.643274188041687,0.16667748987674713,0.4158160388469696,0.5067209005355835,0.36204126477241516,0.5373464822769165,0.29198452830314636,0.3506647050380707,0.1779487580060959,0.3014976978302002,0.5041561722755432,0.5817899107933044,1997-06-30,0.01720719702066634,1209
30,0.3115239441394806,0.29505616426467896,0.24859142303466797,0.6438527703285217,0.6425157189369202,0.16529853641986847,0.4255278408527374,0.5113138556480408,0.36213406920433044,0.5439979434013367,0.297494113445282,0.35107046365737915,0.18374057114124298,0.30459320545196533,0.5100763440132141,0.5878579020500183,1997-09-30,0.016995773135778318,1209
31,0.24823498725891113,0.24851541221141815,0.20204313099384308,0.6596472263336182,0.6561883091926575,0.1708126813173294,0.3564433753490448,0.49177417159080505,0.3629642724990845,0.4957379996776581,0.2599840462207794,0.34267088770866394,0.13729050755500793,0.2963694632053375,0.48176833987236023,0.541358470916748,1997-12-31,0.024579198984003948,1209
32,0.24442951381206512,0.2454056739807129,0.2001286745071411,0.6595581769943237,0.656719982624054,0.17195627093315125,0.3519520163536072,0.4904302954673767,0.3634524345397949,0.4919091761112213,0.25752151012420654,0.34227806329727173,0.13512848317623138,0.29574519395828247,0.4779428243637085,0.5373857021331787,1998-03-31,0.017704009966530317,1209
33,0.2526853084564209,0.25233808159828186,0.2036452740430832,0.6578759551048279,0.6556093096733093,0.17034350335597992,0.36137357354164124,0.4924026429653168,0.3629772663116455,0.49969929456710815,0.26243487000465393,0.3435564339160919,0.14003051817417145,0.29637253284454346,0.48420077562332153,0.5454219579696655,1998-06-30,0.021292685206426888,1209
34,0.2489296942949295,0.24978186190128326,0.20107458531856537,0.6599487066268921,0.6568590998649597,0.17048396170139313,0.3574732542037964,0.4917776882648468,0.3630808889865875,0.4970053732395172,0.26033729314804077,0.34284141659736633,0.13724541664123535,0.2963969111442566,0.4831284284591675,0.5427197813987732,1998-09-30,0.025584636672115347,1209
35,0.2585841119289398,0.25727394223213196,0.20605945587158203,0.6562718152999878,0.6546263098716736,0.16934114694595337,0.36799901723861694,0.49359649419784546,0.3625662326812744,0.5051602721214294,0.26591089367866516,0.3445304036140442,0.14376144111156464,0.2965749204158783,0.48804908990859985,0.551043689250946,1998-12-31,0.019211213179214263,1209
36,0.25395673513412476,0.253721684217453,0.2036014199256897,0.6580612659454346,0.6557576060295105,0.1698707789182663,0.3629753291606903,0.49272027611732483,0.36284154653549194,0.5012922286987305,0.26323285698890686,0.34372931718826294,0.14057263731956482,0.29650384187698364,0.48579713702201843,0.5471050143241882,1999-03-31,0.01834145881090101,1209
37,0.26091596484184265,0.258918434381485,0.20784801244735718,0.6560657024383545,0.654268205165863,0.16896355152130127,0.3705882132053375,0.49450820684432983,0.36257052421569824,0.5069719552993774,0.26730015873908997,0.3447435200214386,0.14515933394432068,0.2971017062664032,0.4898269474506378,0.5528014302253723,1999-06-30,0.014878262455929247,1209
38,0.2780590057373047,0.27171507477760315,0.2193056046962738,0.6531990170478821,0.6511266827583313,0.16645053029060364,0.3895532488822937,0.5000690817832947,0.3619897961616516,0.5208971500396729,0.2775614559650421,0.34674587845802307,0.15639914572238922,0.2996678352355957,0.5007607936859131,0.5664879679679871,1999-09-30,0.02411164631659374,1209
39,0.2979027032852173,0.28663283586502075,0.23364880681037903,0.6506460905075073,0.6475745439529419,0.16394658386707306,0.41151368618011475,0.5071209073066711,0.3614685535430908,0.5366027355194092,0.28962716460227966,0.34886634349823,0.17031773924827576,0.3031421899795532,0.5119339823722839,0.5815404653549194,1999-12-31,0.009429075048873213,1209
40,0.2892891466617584,0.28002282977104187,0.22778862714767456,0.6521537899971008,0.6491921544075012,0.1648983657360077,0.40203237533569336,0.5043485760688782,0.3617565631866455,0.5297461152076721,0.2844287157058716,0.34784939885139465,0.16403146088123322,0.3019527196884155,0.507692813873291,0.5749597549438477,2000-03-31,0.01082070810379306,1209
41,0.2942238450050354,0.28372326493263245,0.2303280085325241,0.6485471725463867,0.6473713517189026,0.16512787342071533,0.4070099890232086,0.5045107007026672,0.36144497990608215,0.5332987904548645,0.28706812858581543,0.34896454215049744,0.1685686707496643,0.30111321806907654,0.5072523355484009,0.5784722566604614,2000-06-30,-0.027585913666676273,1209
42,0.2940143346786499,0.283517062664032,0.23130185902118683,0.6511618494987488,0.6481729745864868,0.1644703596830368,0.40718841552734375,0.5058891177177429,0.36163586378097534,0.533349871635437,0.2872706949710846,0.3484203517436981,0.16757825016975403,0.3026158809661865,0.5097563862800598,0.578391969203949,2000-09-30,0.035703621118086976,1209
43,0.2871437072753906,0.27840450406074524,0.2259252965450287,0.6515837907791138,0.6492944955825806,0.16539348661899567,0.39952364563941956,0.5031259059906006,0.3617379665374756,0.5279688239097595,0.28302791714668274,0.34778690338134766,0.16282124817371368,0.30107930302619934,0.5056019425392151,0.573296070098877,2000-12-31,0.02104406483284957,1209
44,0.3075248599052429,0.29393473267555237,0.24078631401062012,0.6491804122924805,0.6457126140594482,0.16300751268863678,0.42211049795150757,0.510478138923645,0.3611971139907837,0.5440735220909119,0.2955130934715271,0.34992823004722595,0.17767170071601868,0.30467715859413147,0.5162186026573181,0.5885853171348572,2001-03-31,0.016276853220628756,1209
45,0.27827078104019165,0.2718124985694885,0.219437837600708,0.652605414390564,0.6508846282958984,0.16661474108695984,0.38968396186828613,0.49989572167396545,0.3619902431964874,0.5209217667579651,0.27762371301651,0.3468743562698364,0.15674735605716705,0.29944539070129395,0.5002338886260986,0.5665136575698853,2001-06-30,0.018553466132980586,1209
46,0.27125853300094604,0.266710489988327,0.21460524201393127,0.6548083424568176,0.6525435447692871,0.16719312965869904,0.3821425437927246,0.49801886081695557,0.3621504306793213,0.5156095623970032,0.2735516130924225,0.34587332606315613,0.15168216824531555,0.298811137676239,0.49721184372901917,0.5613400340080261,2001-09-30,0.01721916915522071,1209
47,0.26621586084365845,0.2629117965698242,0.2111501395702362,0.6550160646438599,0.6532372832298279,0.16813847422599792,0.37645548582077026,0.49608343839645386,0.36230459809303284,0.5113914608955383,0.27046912908554077,0.345412015914917,0.14861489832401276,0.29774123430252075,0.4932490587234497,0.5572071671485901,2001-12-31,0.015849804798464394,1209
48,0.25635233521461487,0.25527459383010864,0.2056838423013687,0.657958447933197,0.6552090048789978,0.16938766837120056,0.36563771963119507,0.4937640130519867,0.3626994788646698,0.5031553506851196,0.2647356390953064,0.34389856457710266,0.1420762836933136,0.29709070920944214,0.48773229122161865,0.548927903175354,2002-03-31,0.01713590978350921,1209
49,0.2678820788860321,0.26396992802619934,0.21277447044849396,0.6550486087799072,0.6529092788696289,0.16784940659999847,0.37830597162246704,0.4969104826450348,0.36228621006011963,0.512600839138031,0.2715115249156952,0.3454996347427368,0.14966702461242676,0.2982636094093323,0.4945518970489502,0.5583433508872986,2002-06-30,0.017583997916791418,1209
50,0.27953988313674927,0.27271172404289246,0.22042375802993774,0.6525145173072815,0.6505756974220276,0.16638308763504028,0.39110058546066284,0.5003919005393982,0.36186403036117554,0.5219666957855225,0.2784366011619568,0.3469817340373993,0.15765157341957092,0.2996770441532135,0.5010656118392944,0.567532479763031,2002-09-30,0.020711499349754192,1209
51,0.31969812512397766,0.3031698763370514,0.2498904913663864,0.6464293003082275,0.6430004835128784,0.16228997707366943,0.4353598654270172,0.5143471360206604,0.36081770062446594,0.5532563328742981,0.3029029071331024,0.35141634941101074,0.18788135051727295,0.3061041831970215,0.5198085904121399,0.5971391797065735,2002-12-31,0.018349385723230426,1209
52,0.36974403262138367,0.3441556990146637,0.2919125258922577,0.65119868516922,0.6380486488342285,0.15672717988491058,0.4926697611808777,0.5383918881416321,0.3605422377586365,0.5935019850730896,0.3363184928894043,0.35493242740631104,0.22937732934951782,0.32061460614204407,0.5424611568450928,0.6330646276473999,2003-03-31,0.01675487476023475,1209
53,0.39950037002563477,0.3671649396419525,0.3130713999271393,0.6277509331703186,0.626574695110321,0.16313722729682922,0.5225530862808228,0.5404291152954102,0.3597133755683899,0.6118902564048767,0.3527255058288574,0.3614084720611572,0.2727096974849701,0.313860148191452,0.5197553634643555,0.6485092639923096,2003-06-30,0.004983938182430349,1209
54,0.4308134913444519,0.39931076765060425,0.35281917452812195,0.6765307784080505,0.6415485739707947,0.1493111252784729,0.5652675628662109,0.5785446166992188,0.36413314938545227,0.6447348594665527,0.3834874927997589,0.3573531210422516,0.28597545623779297,0.35212329030036926,0.5669291019439697,0.6754903197288513,2003-09-30,0.016842446793602736,1209
55,0.5222889184951782,0.4876311719417572,0.4470350742340088,0.7003661394119263,0.6567047238349915,0.1567271500825882,0.6712123155593872,0.6332528591156006,0.3793451189994812,0.7175642848014832,0.4605468213558197,0.3678368628025055,0.4301786720752716,0.39258474111557007,0.5109588503837585,0.7269135117530823,2003-12-31,0.015121165895305553,1209
56,0.537527859210968,0.5050228238105774,0.4624721109867096,0.6811512112617493,0.6550429463386536,0.1713152676820755,0.6904712319374084,0.6333502531051636,0.3833031952381134,0.7290179133415222,0.47323739528656006,0.37617307901382446,0.49653199315071106,0.38048380613327026,0.43883606791496277,0.7309789657592773,2004-03-31,0.016699544467861354,1209
57,0.5135343670845032,0.4785080552101135,0.4326852262020111,0.6392536759376526,0.6324623227119446,0.17762471735477448,0.6595942378044128,0.6032850742340088,0.37348225712776184,0.7046552300453186,0.4451726973056793,0.3775550127029419,0.4727799892425537,0.34614482522010803,0.4317425787448883,0.7143459320068359,2004-06-30,0.018159388269234283,1209
58,0.4992186725139618,0.4653913378715515,0.42881888151168823,0.7169706225395203,0.6586719155311584,0.14415480196475983,0.6450338363647461,0.6302379965782166,0.3766239285469055,0.7015662789344788,0.44421258568763733,0.36150088906288147,0.36419951915740967,0.40270036458969116,0.5713596343994141,0.718333899974823,2004-09-30,0.017512828627902852,1209
59,0.5721177458763123,0.5532549023628235,0.5187200307846069,0.7059388756752014,0.6920046806335449,0.19052697718143463,0.7417546510696411,0.6666048765182495,0.4125044047832489,0.7663076519966125,0.5235517621040344,0.39516109228134155,0.6245181560516357,0.4108409583568573,0.3043067455291748,0.7454014420509338,2004-12-31,0.01691901799317701,1209
60,0.588270366191864,0.5661024451255798,0.531799852848053,0.7335861325263977,0.7073668241500854,0.18276552855968475,0.7555364370346069,0.6841147541999817,0.4195988178253174,0.7782830595970154,0.5401002168655396,0.39223921298980713,0.6234686970710754,0.4394029676914215,0.32597100734710693,0.7555788159370422,2005-03-31,0.01660252431644734,1209
61,0.5444062352180481,0.5121021866798401,0.4710620045661926,0.6949390769004822,0.6623417139053345,0.16840465366840363,0.6984823942184448,0.6426053643226624,0.3866225779056549,0.7356101870536804,0.48153841495513916,0.3754867911338806,0.4996097683906555,0.39307016134262085,0.44565609097480774,0.7357790470123291,2005-06-30,0.01752923550561878,1209
62,0.49911850690841675,0.46504706144332886,0.4267193675041199,0.7116634845733643,0.6566491723060608,0.14603999257087708,0.6447502970695496,0.627447783946991,0.3756987750530243,0.7009571194648743,0.4429180920124054,0.36199185252189636,0.3686044216156006,0.3974758982658386,0.5641236901283264,0.7176333069801331,2005-09-30,0.01891068628532669,1209
63,0.5746375918388367,0.5458174347877502,0.5095382928848267,0.7261314392089844,0.6892670392990112,0.17139533162117004,0.7347810864448547,0.6719805002212524,0.4044855535030365,0.7631487846374512,0.5182620882987976,0.381827712059021,0.5608904957771301,0.4284480810165405,0.40135377645492554,0.7513295412063599,2005-12-31,0.017779468400736503,1209
64,0.628210723400116,0.6037367582321167,0.5756995677947998,0.7872381210327148,0.7517092227935791,0.17771372199058533,0.7925728559494019,0.724982500076294,0.4511162042617798,0.8092241287231445,0.5898396968841553,0.39892417192459106,0.6686357855796814,0.5106685757637024,0.30403032898902893,0.7753971219062805,2006-03-31,0.017379348572056228,1209
65,0.6148175597190857,0.5966832637786865,0.5661171674728394,0.7685936689376831,0.743988573551178,0.1871688812971115,0.7858214378356934,0.7126008868217468,0.4466981887817383,0.8028159737586975,0.5786746144294739,0.40277841687202454,0.6816349029541016,0.48369845747947693,0.2688977122306824,0.7672805786132812,2006-06-30,0.018709191725463918,1209
66,0.6080574989318848,0.5712546706199646,0.5574134588241577,0.800498902797699,0.7250153422355652,0.14173047244548798,0.7575725317001343,0.7206264138221741,0.4284910559654236,0.7855267524719238,0.560021698474884,0.3779672384262085,0.5173017978668213,0.5316094756126404,0.5155808329582214,0.7741007208824158,2006-09-30,0.012916586770231293,1209
67,0.5666459798812866,0.5684970021247864,0.5451682209968567,0.7081551551818848,0.716293454170227,0.21169382333755493,0.7556406855583191,0.6739946603775024,0.4370034337043762,0.7762413620948792,0.5428509712219238,0.4186258018016815,0.7048561573028564,0.41546329855918884,0.1891658455133438,0.7379469871520996,2006-12-31,0.01917730986778825,1209
68,0.6301668286323547,0.6214460730552673,0.5938714146614075,0.7916999459266663,0.7797057032585144,0.19973143935203552,0.8088845610618591,0.7323647141456604,0.47807782888412476,0.8216336369514465,0.6115825176239014,0.42035558819770813,0.7470191121101379,0.5159078240394592,0.18641476333141327,0.7710568308830261,2007-03-31,0.017900869013286018,1209
69,0.5929908752441406,0.6051498651504517,0.5837159752845764,0.7604923844337463,0.7697761654853821,0.2180696725845337,0.7918837070465088,0.7101026177406311,0.47649669647216797,0.8066728711128235,0.5906018614768982,0.4352642595767975,0.7683306336402893,0.47213423252105713,0.1314878612756729,0.7495570182800293,2007-06-30,0.018457833551236574,1209
70,0.6884056329727173,0.6469464898109436,0.6443071961402893,0.8566914796829224,0.8010565638542175,0.1528194546699524,0.8280154466629028,0.7817375659942627,0.5006431341171265,0.8411859273910522,0.6574966311454773,0.4061322808265686,0.6717210412025452,0.6468314528465271,0.368745893239975,0.8044994473457336,2007-09-30,0.01729172985094728,1209
71,0.5972005724906921,0.6059055328369141,0.5828744769096375,0.7623480558395386,0.7685573697090149,0.2153397500514984,0.7929013967514038,0.7114462852478027,0.4743708372116089,0.8075573444366455,0.5911291837692261,0.43204811215400696,0.7627606391906738,0.4746635854244232,0.14085789024829865,0.7522417902946472,2007-12-31,0.01626847466130757,1209
72,0.5326295495033264,0.5686814188957214,0.5691952109336853,0.7083393335342407,0.7415109276771545,0.23435689508914948,0.7530756592750549,0.6733376979827881,0.4667070806026459,0.774344801902771,0.551516592502594,0.45293334126472473,0.7710593342781067,0.4143078625202179,0.09506655484437943,0.7152324318885803,2008-03-31,0.01894282770203186,1209
73,0.541971743106842,0.5863826870918274,0.5868973135948181,0.7362843155860901,0.7699340581893921,0.23819953203201294,0.7707605361938477,0.6908600926399231,0.4881836473941803,0.7893609404563904,0.5743829011917114,0.4630126655101776,0.7993672490119934,0.4413406252861023,0.07520219683647156,0.7192768454551697,2008-06-30,0.008548623727363288,1209
74,0.6332337856292725,0.5948269963264465,0.5861977934837341,0.8195344805717468,0.746374785900116,0.1428656429052353,0.780203104019165,0.7408039569854736,0.4474543333053589,0.8031657934188843,0.5894691348075867,0.38469070196151733,0.5586647391319275,0.5681876540184021,0.4862302839756012,0.7846613526344299,2008-09-30,0.02153219311625676,1209
75,0.6390259265899658,0.6385565996170044,0.6134956479072571,0.8095591068267822,0.8075933456420898,0.21010586619377136,0.8240988850593567,0.7465152144432068,0.5052886605262756,0.8345176577568054,0.6360600590705872,0.43611398339271545,0.79119473695755,0.5420577526092529,0.1326984316110611,0.772054135799408,2008-12-31,0.008046631361022903,1209
76,0.6539635062217712,0.6296460032463074,0.6054219603538513,0.8156037926673889,0.7841025590896606,0.18091759085655212,0.8164355158805847,0.7492552399635315,0.47943583130836487,0.8291045427322388,0.6253372430801392,0.4095713198184967,0.7155508995056152,0.5569658875465393,0.25651735067367554,0.7855224013328552,2009-03-31,0.019398971522767924,1209
77,0.6422231197357178,0.6250386238098145,0.5980441570281982,0.8029010891914368,0.7807442545890808,0.19015637040138245,0.8124400973320007,0.7401352524757385,0.47720134258270264,0.8251266479492188,0.6174076795578003,0.41389966011047363,0.7302820682525635,0.5343214273452759,0.2218388319015503,0.7785252332687378,2009-06-30,0.00973696789566052,1209
78,0.5848873853683472,0.549130380153656,0.5309607982635498,0.7837220430374146,0.7075153589248657,0.1406560242176056,0.7354112267494202,0.7022500038146973,0.413835346698761,0.7686496376991272,0.5339709520339966,0.3727961480617523,0.4791634976863861,0.5016298294067383,0.539516270160675,0.7637839913368225,2009-09-30,0.017850446664051483,1209
79,0.6034941673278809,0.6066211462020874,0.5812831521034241,0.7651746869087219,0.7660996913909912,0.21060305833816528,0.7940403819084167,0.7133708596229553,0.4705733358860016,0.8086032867431641,0.5914756059646606,0.42671117186546326,0.752447247505188,0.478561669588089,0.15815329551696777,0.756392240524292,2009-12-31,0.017456586865649583,1209
80,0.5617415308952332,0.5873913168907166,0.575740396976471,0.7337268590927124,0.7561532258987427,0.22761176526546478,0.7730885148048401,0.6911256313323975,0.47178351879119873,0.7908275127410889,0.5705546140670776,0.44471240043640137,0.7717484831809998,0.4406512975692749,0.10934537649154663,0.7319204807281494,2010-03-31,0.01867682270669263,1209
81,0.5807463526725769,0.6002233624458313,0.5829178690910339,0.7525023221969604,0.7682505249977112,0.2233915477991104,0.7864466309547424,0.7042805552482605,0.4779602587223053,0.8020640015602112,0.5854033827781677,0.44123294949531555,0.775416374206543,0.4620356261730194,0.11614383012056351,0.7423409223556519,2010-06-30,0.020698034115129767,1209
82,0.5713649988174438,0.5361470580101013,0.5148832201957703,0.7729730606079102,0.6979526281356812,0.1408383697271347,0.7221643328666687,0.690923810005188,0.40610089898109436,0.7585920691490173,0.5189681649208069,0.3703027069568634,0.4595997929573059,0.4836772382259369,0.5483132600784302,0.757308840751648,2010-09-30,0.018619679316319818,1209
